SalePrice;YearBuilt;Size(sqf);Floor;N_FacilitiesNearBy(Hospital);N_FacilitiesNearBy(Mall);N_FacilitiesNearBy(ETC);N_SchoolNearBy(University);N_FacilitiesInApt
157522;2005;743;13;2;1 ;5 ;4 ;7
171681;2005;914;15;2;1 ;5 ;4 ;7
267256;1986;1796;9;1;0 ;1 ;1 ;4
159292;1986;1313;3;1;0 ;1 ;1 ;4
153097;1986;1131;2;1;0 ;1 ;1 ;4
242035;2007;868;18;1;1 ;0 ;2 ;10
225663;2007;868;19;1;1 ;0 ;2 ;10
238938;2007;868;15;1;1 ;0 ;2 ;10
230088;2007;868;7;1;1 ;0 ;2 ;10
238938;2007;868;19;1;1 ;0 ;2 ;10
373893;2007;1519;23;1;1 ;0 ;2 ;10
153097;1986;1131;2;1;0 ;1 ;1 ;4
156637;1986;1313;1;1;0 ;1 ;1 ;4
237168;1986;2092;1;1;0 ;1 ;1 ;4
246017;2007;868;22;1;1 ;0 ;2 ;10
325663;2007;1387;19;1;1 ;0 ;2 ;10
238938;2007;868;25;1;1 ;0 ;2 ;10
175221;2009;914;3;1;0 ;2 ;1 ;5
191150;2006;811;17;1;1 ;1 ;2 ;5
186725;2006;910;5;1;1 ;1 ;2 ;5
141592;2006;910;5;1;1 ;1 ;2 ;5
55752;1986;508;3;1;1 ;1 ;2 ;3
192035;2006;914;12;1;1 ;0 ;2 ;5
172566;2006;818;22;1;1 ;0 ;2 ;5
187610;2006;818;13;1;1 ;0 ;2 ;5
83185;1992;644;16;1;1 ;1 ;4 ;3
184070;1993;1451;6;2;1 ;5 ;5 ;4
176991;2008;914;23;1;1 ;0 ;2 ;8
66814;1992;576;11;1;1 ;5 ;5 ;3
132743;1993;914;1;2;1 ;5 ;5 ;4
152654;2005;743;12;2;1 ;5 ;4 ;7
243362;2007;1103;20;2;2 ;0 ;2 ;4
133628;1993;914;18;2;1 ;5 ;5 ;4
184070;1993;1451;16;2;1 ;5 ;5 ;4
165486;2005;914;4;2;1 ;5 ;4 ;7
104867;1993;644;18;2;1 ;5 ;5 ;4
165486;2008;829;5;1;1 ;0 ;2 ;8
193805;1993;2337;15;2;1 ;5 ;5 ;4
89380;1992;644;19;1;1 ;1 ;4 ;3
147787;2005;743;10;2;1 ;5 ;4 ;7
114159;1993;644;18;2;1 ;5 ;5 ;4
114159;2005;572;1;2;1 ;5 ;4 ;7
102212;2005;572;12;2;1 ;5 ;4 ;7
102212;2005;572;7;2;1 ;5 ;4 ;7
126548;1992;914;19;1;1 ;1 ;4 ;3
84070;1993;644;9;2;1 ;5 ;5 ;4
154867;1986;1131;2;1;0 ;1 ;1 ;4
243362;2007;868;22;1;1 ;0 ;2 ;10
172566;2006;903;6;1;1 ;2 ;1 ;4
209734;2007;868;11;1;1 ;0 ;2 ;10
166371;1986;1131;7;1;0 ;1 ;1 ;4
235398;2007;868;16;1;1 ;0 ;2 ;10
58849;1997;430;2;1;1 ;1 ;3 ;5
57522;1986;547;4;1;1 ;1 ;2 ;3
307079;2006;2056;8;1;1 ;0 ;2 ;5
192035;2006;818;13;1;1 ;0 ;2 ;5
179646;1993;1288;21;2;1 ;5 ;5 ;4
218584;2005;1184;19;2;1 ;5 ;4 ;7
106194;1993;644;17;2;1 ;5 ;5 ;4
261061;2007;1369;30;2;2 ;0 ;2 ;4
192035;1993;1761;6;2;1 ;5 ;5 ;4
196460;2008;829;21;1;1 ;0 ;2 ;8
75221;1992;576;9;1;1 ;5 ;5 ;3
185840;2005;914;11;2;1 ;5 ;4 ;7
207079;2007;914;18;2;2 ;0 ;2 ;4
172566;2005;914;9;2;1 ;5 ;4 ;7
199115;2008;829;21;1;1 ;0 ;2 ;8
40265;1992;355;12;1;1 ;5 ;5 ;3
143362;1993;914;25;2;1 ;5 ;5 ;4
176991;1993;2337;5;2;1 ;5 ;5 ;4
141592;1993;914;9;2;1 ;5 ;5 ;4
246902;2007;1394;27;2;2 ;0 ;2 ;4
64601;1992;576;4;1;1 ;5 ;5 ;3
153097;2005;743;3;2;1 ;5 ;4 ;7
143362;1993;914;20;2;1 ;5 ;5 ;4
146902;1993;914;4;2;1 ;5 ;5 ;4
149292;1986;914;7;1;0 ;1 ;1 ;4
203539;2007;868;8;1;1 ;0 ;2 ;10
181415;2006;903;15;1;1 ;2 ;1 ;4
163716;2006;903;3;1;1 ;2 ;1 ;4
172566;2006;857;3;1;1 ;2 ;1 ;4
163716;1986;1377;1;1;0 ;1 ;1 ;4
143362;1986;914;9;1;0 ;1 ;1 ;4
168141;1986;1131;12;1;0 ;1 ;1 ;4
230088;2007;868;13;1;1 ;0 ;2 ;10
176991;1986;1313;4;1;0 ;1 ;1 ;4
184070;2006;903;12;1;1 ;2 ;1 ;4
210619;2007;868;20;1;1 ;0 ;2 ;10
218584;2007;868;13;1;1 ;0 ;2 ;10
220353;1986;1377;8;1;0 ;1 ;1 ;4
181415;2007;868;9;1;1 ;0 ;2 ;10
57964;1997;430;5;1;1 ;1 ;3 ;5
61681;1997;430;2;1;1 ;1 ;3 ;5
75221;1997;644;5;1;1 ;1 ;3 ;5
216814;2006;910;10;1;1 ;1 ;2 ;5
172566;2006;811;6;1;1 ;1 ;2 ;5
188495;2006;910;3;1;1 ;1 ;2 ;5
194690;2006;910;5;1;1 ;1 ;2 ;5
119469;2003;907;5;1;1 ;1 ;3 ;5
432743;2007;1629;16;1;1 ;0 ;1 ;5
448672;2007;1690;16;1;1 ;0 ;1 ;5
435398;2007;1690;7;1;1 ;0 ;1 ;5
448672;2007;1690;12;1;1 ;0 ;1 ;5
448672;2007;1690;14;1;1 ;0 ;1 ;5
432743;2007;1629;13;1;1 ;0 ;1 ;5
378761;2006;2056;13;1;1 ;0 ;2 ;5
199115;2006;914;12;1;1 ;0 ;2 ;5
148672;2005;743;14;2;1 ;5 ;4 ;7
69026;1992;576;15;1;1 ;5 ;5 ;3
78761;1992;576;12;1;1 ;5 ;5 ;3
65486;1992;576;11;1;1 ;5 ;5 ;3
203539;1993;2337;12;2;1 ;5 ;5 ;4
97345;1992;914;18;1;1 ;1 ;4 ;3
112389;2005;572;19;2;1 ;5 ;4 ;7
135398;1993;914;1;2;1 ;5 ;5 ;4
176991;1993;2337;2;2;1 ;5 ;5 ;4
121681;2005;572;18;2;1 ;5 ;4 ;7
92920;1992;644;14;1;1 ;1 ;4 ;3
103097;1992;644;19;1;1 ;1 ;4 ;3
157522;2005;743;22;2;1 ;5 ;4 ;7
148672;1993;914;18;2;1 ;5 ;5 ;4
94690;1992;644;15;1;1 ;1 ;4 ;3
163716;2005;743;15;2;1 ;5 ;4 ;7
84955;1992;644;5;1;1 ;1 ;4 ;3
192035;2008;829;3;1;1 ;0 ;2 ;8
256637;2007;1419;21;2;2 ;0 ;2 ;4
247787;2007;1394;3;2;2 ;0 ;2 ;4
221238;1993;1761;23;2;1 ;5 ;5 ;4
150442;2006;857;15;1;1 ;2 ;1 ;4
163716;1986;1131;4;1;0 ;1 ;1 ;4
205309;2007;868;7;1;1 ;0 ;2 ;10
161946;1986;1313;6;1;0 ;1 ;1 ;4
163716;1986;1313;10;1;0 ;1 ;1 ;4
219469;1986;1377;11;1;0 ;1 ;1 ;4
154867;1986;1313;3;1;0 ;1 ;1 ;4
178761;1986;1131;9;1;0 ;1 ;1 ;4
221238;2007;868;5;1;1 ;0 ;2 ;10
225663;2007;868;18;1;1 ;0 ;2 ;10
327433;2007;1387;30;1;1 ;0 ;2 ;10
194690;2006;903;14;1;1 ;2 ;1 ;4
71238;1997;558;15;1;1 ;1 ;3 ;5
180530;2009;910;20;1;0 ;2 ;1 ;5
180530;2006;811;8;1;1 ;1 ;2 ;5
181415;2006;811;5;1;1 ;1 ;2 ;5
185840;2006;811;8;1;1 ;1 ;2 ;5
432743;2007;1629;17;1;1 ;0 ;1 ;5
432743;2007;1629;18;1;1 ;0 ;1 ;5
271681;2006;1437;13;1;1 ;0 ;2 ;5
197345;2006;914;9;1;1 ;0 ;2 ;5
196460;2006;818;15;1;1 ;0 ;2 ;5
241592;2007;1394;13;2;2 ;0 ;2 ;4
212389;2008;914;5;1;1 ;0 ;2 ;8
117699;1993;644;9;2;1 ;5 ;5 ;4
159292;1992;1448;13;1;1 ;1 ;4 ;3
112389;1993;644;3;2;1 ;5 ;5 ;4
117699;2005;572;11;2;1 ;5 ;4 ;7
137168;1993;914;15;2;1 ;5 ;5 ;4
146017;1993;914;17;2;1 ;5 ;5 ;4
192035;2005;914;19;2;1 ;5 ;4 ;7
74336;1992;576;10;1;1 ;5 ;5 ;3
218584;2007;914;24;2;2 ;0 ;2 ;4
183185;1992;1448;13;1;1 ;1 ;4 ;3
116814;1993;644;4;2;1 ;5 ;5 ;4
39823;1992;355;2;1;1 ;5 ;5 ;3
198230;2008;829;17;1;1 ;0 ;2 ;8
159292;1986;1131;13;1;0 ;1 ;1 ;4
336283;2007;1643;7;1;1 ;0 ;2 ;10
168141;1986;1313;11;1;0 ;1 ;1 ;4
147787;1986;914;12;1;0 ;1 ;1 ;4
252212;2007;868;17;1;1 ;0 ;2 ;10
190265;2006;903;12;1;1 ;2 ;1 ;4
82300;1997;644;10;1;1 ;1 ;3 ;5
183185;2009;910;18;1;0 ;2 ;1 ;5
221238;2009;1160;19;1;0 ;2 ;1 ;5
232743;2006;1437;2;1;1 ;0 ;2 ;5
168141;2006;914;4;1;1 ;0 ;2 ;5
192920;2006;818;5;1;1 ;0 ;2 ;5
243362;2006;1149;7;1;1 ;0 ;2 ;5
200884;2008;829;12;1;1 ;0 ;2 ;8
115044;2005;572;1;2;1 ;5 ;4 ;7
212389;1993;2337;10;2;1 ;5 ;5 ;4
210619;2007;914;8;2;2 ;0 ;2 ;4
197345;2008;829;11;1;1 ;0 ;2 ;8
172566;2008;829;13;1;1 ;0 ;2 ;8
73893;1992;576;9;1;1 ;5 ;5 ;3
192920;2005;914;8;2;1 ;5 ;4 ;7
201769;2008;829;17;1;1 ;0 ;2 ;8
96460;1993;644;1;2;1 ;5 ;5 ;4
214159;1993;1451;17;2;1 ;5 ;5 ;4
260176;2008;1167;12;1;1 ;0 ;2 ;8
126991;2005;572;5;2;1 ;5 ;4 ;7
123008;2005;572;6;2;1 ;5 ;4 ;7
99557;1993;644;1;2;1 ;5 ;5 ;4
197345;2005;914;12;2;1 ;5 ;4 ;7
117256;1993;644;7;2;1 ;5 ;5 ;4
49557;1992;355;13;1;1 ;5 ;5 ;3
216814;2007;868;3;1;1 ;0 ;2 ;10
212389;2007;868;4;1;1 ;0 ;2 ;10
176106;1986;1313;12;1;0 ;1 ;1 ;4
203539;1986;1377;6;1;0 ;1 ;1 ;4
219469;2007;868;20;1;1 ;0 ;2 ;10
223893;2007;868;19;1;1 ;0 ;2 ;10
178761;2006;903;3;1;1 ;2 ;1 ;4
207964;1986;1377;7;1;0 ;1 ;1 ;4
218141;2007;868;4;1;1 ;0 ;2 ;10
415929;2007;1928;12;1;1 ;0 ;2 ;10
119469;1997;914;15;1;1 ;1 ;3 ;5
183185;2009;910;18;1;0 ;2 ;1 ;5
190265;2009;910;9;1;0 ;2 ;1 ;5
178318;2006;814;14;1;1 ;1 ;2 ;5
193805;2006;636;20;1;1 ;1 ;2 ;5
201769;2006;910;4;1;1 ;1 ;2 ;5
419469;2007;1629;9;1;1 ;0 ;1 ;5
407079;2007;1629;5;1;1 ;0 ;1 ;5
432743;2007;1629;10;1;1 ;0 ;1 ;5
247787;2006;1149;5;1;1 ;0 ;2 ;5
274336;2006;1412;7;1;1 ;0 ;2 ;5
117699;1993;644;16;2;1 ;5 ;5 ;4
42477;1992;355;2;1;1 ;5 ;5 ;3
79203;1992;576;13;1;1 ;5 ;5 ;3
228318;1993;1761;5;2;1 ;5 ;5 ;4
120353;1993;644;15;2;1 ;5 ;5 ;4
247787;2007;1394;19;2;2 ;0 ;2 ;4
144247;1993;914;4;2;1 ;5 ;5 ;4
141592;1993;914;15;2;1 ;5 ;5 ;4
272566;2007;1366;14;2;2 ;0 ;2 ;4
221238;2008;914;6;1;1 ;0 ;2 ;8
264601;2007;1419;18;2;2 ;0 ;2 ;4
209734;2005;914;22;2;1 ;5 ;4 ;7
194690;2007;914;4;2;2 ;0 ;2 ;4
230088;2005;1184;11;2;1 ;5 ;4 ;7
162831;2005;743;14;2;1 ;5 ;4 ;7
130088;2005;572;16;2;1 ;5 ;4 ;7
203539;1993;1761;8;2;1 ;5 ;5 ;4
202654;2008;829;8;1;1 ;0 ;2 ;8
112831;1993;644;4;2;1 ;5 ;5 ;4
216814;2008;914;18;1;1 ;0 ;2 ;8
170796;1986;1131;6;1;0 ;1 ;1 ;4
168141;1986;1313;10;1;0 ;1 ;1 ;4
238938;2007;868;13;1;1 ;0 ;2 ;10
158407;1986;1131;3;1;0 ;1 ;1 ;4
284955;2007;1387;4;1;1 ;0 ;2 ;10
209734;1986;1377;10;1;0 ;1 ;1 ;4
247787;1986;2092;3;1;0 ;1 ;1 ;4
238053;2007;868;26;1;1 ;0 ;2 ;10
85840;1997;644;11;1;1 ;1 ;3 ;5
216814;2006;910;9;1;1 ;1 ;2 ;5
159292;2006;814;16;1;1 ;1 ;2 ;5
333628;2007;1629;15;1;1 ;0 ;1 ;5
330088;2006;2056;21;1;1 ;0 ;2 ;5
250442;2006;1149;9;1;1 ;0 ;2 ;5
194690;2006;818;3;1;1 ;0 ;2 ;5
253982;2006;1149;14;1;1 ;0 ;2 ;5
225663;1993;2337;6;2;1 ;5 ;5 ;4
106194;1992;914;14;1;1 ;1 ;4 ;3
183628;2005;914;17;2;1 ;5 ;4 ;7
270796;2007;1366;8;2;2 ;0 ;2 ;4
300884;2007;1448;29;2;2 ;0 ;2 ;4
124778;2005;572;4;2;1 ;5 ;4 ;7
194690;2005;914;8;2;1 ;5 ;4 ;7
229203;2005;1184;4;2;1 ;5 ;4 ;7
199115;2008;829;5;1;1 ;0 ;2 ;8
131415;2005;572;12;2;1 ;5 ;4 ;7
227433;2008;914;7;1;1 ;0 ;2 ;8
119469;1993;644;14;2;1 ;5 ;5 ;4
159292;1992;1448;5;1;1 ;1 ;4 ;3
174336;2005;914;1;2;1 ;5 ;4 ;7
243362;2007;1366;4;2;2 ;0 ;2 ;4
181415;2005;914;24;2;1 ;5 ;4 ;7
185840;2005;914;24;2;1 ;5 ;4 ;7
81415;1992;576;14;1;1 ;5 ;5 ;3
101769;1992;644;10;1;1 ;1 ;4 ;3
159557;2005;743;2;2;1 ;5 ;4 ;7
100000;1992;644;10;1;1 ;1 ;4 ;3
192035;2008;829;2;1;1 ;0 ;2 ;8
211150;2008;914;7;1;1 ;0 ;2 ;8
159292;1993;1451;25;2;1 ;5 ;5 ;4
163716;2005;743;5;2;1 ;5 ;4 ;7
253097;2007;868;23;1;1 ;0 ;2 ;10
238053;2007;868;25;1;1 ;0 ;2 ;10
150442;1986;914;5;1;0 ;1 ;1 ;4
185840;2006;903;11;1;1 ;2 ;1 ;4
194690;2006;903;6;1;1 ;2 ;1 ;4
194690;2007;868;12;1;1 ;0 ;2 ;10
176991;2006;903;1;1;1 ;2 ;1 ;4
155752;1986;1131;1;1;0 ;1 ;1 ;4
117699;1978;903;12;2;1 ;0 ;2 ;3
176991;2006;903;1;1;1 ;2 ;1 ;4
85398;1997;644;10;1;1 ;1 ;3 ;5
68141;1997;558;13;1;1 ;1 ;3 ;5
185840;2009;910;15;1;0 ;2 ;1 ;5
207964;2006;910;18;1;1 ;1 ;2 ;5
192920;2006;811;18;1;1 ;1 ;2 ;5
79646;1985;587;10;1;1 ;2 ;0 ;3
419469;2007;1629;8;1;1 ;0 ;1 ;5
383185;2007;1483;13;1;1 ;0 ;1 ;5
207964;2008;829;12;1;1 ;0 ;2 ;8
181415;1993;1761;16;2;1 ;5 ;5 ;4
78318;1992;576;13;1;1 ;5 ;5 ;3
78761;1992;576;15;1;1 ;5 ;5 ;3
43362;1992;355;5;1;1 ;5 ;5 ;3
232743;2005;1184;15;2;1 ;5 ;4 ;7
51327;1992;355;6;1;1 ;5 ;5 ;3
248672;2007;1394;15;2;2 ;0 ;2 ;4
210619;2008;829;8;1;1 ;0 ;2 ;8
70796;1993;644;15;2;1 ;5 ;5 ;4
169911;2005;743;17;2;1 ;5 ;4 ;7
137168;2005;572;7;2;1 ;5 ;4 ;7
227433;2008;914;20;1;1 ;0 ;2 ;8
84070;1992;576;13;1;1 ;5 ;5 ;3
264424;2008;1167;8;1;1 ;0 ;2 ;8
132743;1986;914;12;1;0 ;1 ;1 ;4
278761;2007;1387;6;1;1 ;0 ;2 ;10
151327;1986;1131;1;1;0 ;1 ;1 ;4
216814;1986;1377;8;1;0 ;1 ;1 ;4
230088;2007;868;25;1;1 ;0 ;2 ;10
221238;1986;1377;2;1;0 ;1 ;1 ;4
212389;1986;1377;6;1;0 ;1 ;1 ;4
223893;2007;868;18;1;1 ;0 ;2 ;10
176991;1986;1131;6;1;0 ;1 ;1 ;4
168141;1986;1131;13;1;0 ;1 ;1 ;4
185840;2006;903;11;1;1 ;2 ;1 ;4
152212;1986;914;5;1;0 ;1 ;1 ;4
189380;2009;910;20;1;0 ;2 ;1 ;5
62389;1986;508;3;1;1 ;1 ;2 ;3
275663;2006;1412;24;1;1 ;0 ;2 ;5
131858;1992;1448;1;1;1 ;1 ;4 ;3
230088;2005;1184;20;2;1 ;5 ;4 ;7
119469;1993;644;16;2;1 ;5 ;5 ;4
119469;1993;644;9;2;1 ;5 ;5 ;4
108849;2005;572;2;2;1 ;5 ;4 ;7
117699;1993;644;17;2;1 ;5 ;5 ;4
118584;1993;644;10;2;1 ;5 ;5 ;4
161946;1993;914;18;2;1 ;5 ;5 ;4
168141;2005;743;16;2;1 ;5 ;4 ;7
253097;2007;1419;24;2;2 ;0 ;2 ;4
123893;2005;572;5;2;1 ;5 ;4 ;7
215044;2008;914;13;1;1 ;0 ;2 ;8
197345;2005;914;16;2;1 ;5 ;4 ;7
216814;2008;914;2;1;1 ;0 ;2 ;8
130973;2005;572;12;2;1 ;5 ;4 ;7
157522;1993;914;18;2;1 ;5 ;5 ;4
196902;2008;914;1;1;1 ;0 ;2 ;8
130088;2005;572;20;2;1 ;5 ;4 ;7
113274;1993;644;4;2;1 ;5 ;5 ;4
123893;1992;914;16;1;1 ;1 ;4 ;3
360176;2007;1643;31;1;1 ;0 ;2 ;10
245132;2007;868;9;1;1 ;0 ;2 ;10
232300;2007;868;21;1;1 ;0 ;2 ;10
154867;1986;914;11;1;0 ;1 ;1 ;4
228849;2007;868;25;1;1 ;0 ;2 ;10
190265;2006;903;13;1;1 ;2 ;1 ;4
154867;1986;914;11;1;0 ;1 ;1 ;4
150442;1986;914;7;1;0 ;1 ;1 ;4
389380;2007;1519;26;1;1 ;0 ;2 ;10
225663;2007;868;13;1;1 ;0 ;2 ;10
84070;1997;644;6;1;1 ;1 ;3 ;5
87610;1997;644;11;1;1 ;1 ;3 ;5
231858;2009;1160;17;1;0 ;2 ;1 ;5
192920;2009;914;9;1;0 ;2 ;1 ;5
187610;2009;910;16;1;0 ;2 ;1 ;5
193805;2006;814;18;1;1 ;1 ;2 ;5
220353;2007;1103;13;2;2 ;0 ;2 ;4
203539;2005;914;9;2;1 ;5 ;4 ;7
150442;1993;914;11;2;1 ;5 ;5 ;4
53097;1992;355;8;1;1 ;5 ;5 ;3
130973;2005;572;17;2;1 ;5 ;4 ;7
216814;2007;914;11;2;2 ;0 ;2 ;4
219026;2008;914;9;1;1 ;0 ;2 ;8
185840;1993;1451;9;2;1 ;5 ;5 ;4
123893;1993;914;23;2;1 ;5 ;5 ;4
113274;1993;644;1;2;1 ;5 ;5 ;4
228318;2008;914;5;1;1 ;0 ;2 ;8
212389;1993;1761;24;2;1 ;5 ;5 ;4
223893;2007;1103;5;2;2 ;0 ;2 ;4
170796;2005;743;16;2;1 ;5 ;4 ;7
192920;2005;914;7;2;1 ;5 ;4 ;7
158407;1993;914;15;2;1 ;5 ;5 ;4
123893;1993;644;19;2;1 ;5 ;5 ;4
130973;2005;572;20;2;1 ;5 ;4 ;7
168141;1993;914;23;2;1 ;5 ;5 ;4
49734;1992;355;11;1;1 ;5 ;5 ;3
247787;2007;1394;27;2;2 ;0 ;2 ;4
280973;2007;1366;12;2;2 ;0 ;2 ;4
125663;1993;644;13;2;1 ;5 ;5 ;4
137168;1992;1448;1;1;1 ;1 ;4 ;3
169469;2005;743;21;2;1 ;5 ;4 ;7
215929;2007;868;3;1;1 ;0 ;2 ;10
168141;1986;1131;13;1;0 ;1 ;1 ;4
228761;2007;868;3;1;1 ;0 ;2 ;10
178761;1986;1313;9;1;0 ;1 ;1 ;4
402654;2007;1643;38;1;1 ;0 ;2 ;10
255309;2007;868;16;1;1 ;0 ;2 ;10
353982;2007;1387;39;1;1 ;0 ;2 ;10
175221;1986;1131;6;1;0 ;1 ;1 ;4
111504;1978;779;6;2;1 ;0 ;2 ;3
336283;2007;1519;22;1;1 ;0 ;2 ;10
88495;1997;644;13;1;1 ;1 ;3 ;5
174336;2009;910;2;1;0 ;2 ;1 ;5
187610;2009;910;14;1;0 ;2 ;1 ;5
182300;2006;814;6;1;1 ;1 ;2 ;5
199115;2006;811;19;1;1 ;1 ;2 ;5
61061;1985;587;10;1;1 ;2 ;0 ;3
65929;1986;451;10;1;1 ;1 ;2 ;3
234513;2006;1149;3;1;1 ;0 ;2 ;5
221238;2006;914;13;1;1 ;0 ;2 ;5
222566;2007;1103;12;2;2 ;0 ;2 ;4
131858;2005;572;21;2;1 ;5 ;4 ;7
177876;2005;914;1;2;1 ;5 ;4 ;7
211946;2008;829;13;1;1 ;0 ;2 ;8
243362;2007;1394;4;2;2 ;0 ;2 ;4
207079;2008;829;14;1;1 ;0 ;2 ;8
196460;1993;1451;15;2;1 ;5 ;5 ;4
226548;2008;914;7;1;1 ;0 ;2 ;8
48053;1992;355;8;1;1 ;5 ;5 ;3
247787;2007;1394;12;2;2 ;0 ;2 ;4
238938;2008;1167;13;1;1 ;0 ;2 ;8
228318;1993;1288;19;2;1 ;5 ;5 ;4
238053;2008;914;23;1;1 ;0 ;2 ;8
162831;2005;743;5;2;1 ;5 ;4 ;7
197345;2005;914;17;2;1 ;5 ;4 ;7
95132;1992;644;7;1;1 ;5 ;5 ;3
224778;1993;1288;18;2;1 ;5 ;5 ;4
230088;2008;914;12;1;1 ;0 ;2 ;8
158407;1993;914;14;2;1 ;5 ;5 ;4
158407;1993;914;10;2;1 ;5 ;5 ;4
169911;2005;743;7;2;1 ;5 ;4 ;7
117699;1993;644;10;2;1 ;5 ;5 ;4
117256;1993;644;14;2;1 ;5 ;5 ;4
207964;2008;829;19;1;1 ;0 ;2 ;8
139823;1992;914;13;1;1 ;1 ;4 ;3
118141;1993;644;4;2;1 ;5 ;5 ;4
170796;2005;743;11;2;1 ;5 ;4 ;7
146017;1993;914;2;2;1 ;5 ;5 ;4
119469;2005;572;4;2;1 ;5 ;4 ;7
230088;2008;1167;8;1;1 ;0 ;2 ;8
104424;1992;644;4;1;1 ;1 ;4 ;3
210619;2008;829;14;1;1 ;0 ;2 ;8
111504;1993;644;3;2;1 ;5 ;5 ;4
170796;2005;743;18;2;1 ;5 ;4 ;7
183185;2005;914;6;2;1 ;5 ;4 ;7
312389;2007;1387;26;1;1 ;0 ;2 ;10
126548;1978;903;6;2;1 ;0 ;2 ;3
252212;2007;868;26;1;1 ;0 ;2 ;10
159292;1986;914;10;1;0 ;1 ;1 ;4
215044;1986;1377;7;1;0 ;1 ;1 ;4
367256;2007;1519;33;1;1 ;0 ;2 ;10
194690;2006;903;11;1;1 ;2 ;1 ;4
88495;1997;644;14;1;1 ;1 ;3 ;5
208407;2006;811;20;1;1 ;1 ;2 ;5
209734;2006;910;3;1;1 ;1 ;2 ;5
262831;2006;1149;12;1;1 ;0 ;2 ;5
84955;1992;640;3;1;1 ;5 ;5 ;3
141592;2005;572;20;2;1 ;5 ;4 ;7
123893;1993;644;11;2;1 ;5 ;5 ;4
220353;2008;914;4;1;1 ;0 ;2 ;8
232300;2007;1103;12;2;2 ;0 ;2 ;4
184070;2005;914;2;2;1 ;5 ;4 ;7
115044;1993;644;20;2;1 ;5 ;5 ;4
216814;2008;914;2;1;1 ;0 ;2 ;8
229203;2008;914;22;1;1 ;0 ;2 ;8
195575;2007;1394;21;2;2 ;0 ;2 ;4
256637;2007;1394;11;2;2 ;0 ;2 ;4
157522;1993;914;15;2;1 ;5 ;5 ;4
200000;2008;829;2;1;1 ;0 ;2 ;8
91150;1992;644;11;1;1 ;5 ;5 ;3
210619;2008;829;6;1;1 ;0 ;2 ;8
265044;2007;1419;17;2;2 ;0 ;2 ;4
215929;2008;829;8;1;1 ;0 ;2 ;8
198230;2005;914;16;2;1 ;5 ;4 ;7
247787;2007;1394;14;2;2 ;0 ;2 ;4
210619;2005;1184;2;2;1 ;5 ;4 ;7
259292;2007;868;19;1;1 ;0 ;2 ;10
159292;1986;914;8;1;0 ;1 ;1 ;4
238053;2007;868;24;1;1 ;0 ;2 ;10
166371;1978;1327;2;2;1 ;0 ;2 ;3
168141;1986;1131;13;1;0 ;1 ;1 ;4
86725;1997;644;13;1;1 ;1 ;3 ;5
192920;2009;910;17;1;0 ;2 ;1 ;5
207964;2006;910;5;1;1 ;1 ;2 ;5
208849;2006;910;12;1;1 ;1 ;2 ;5
132743;2006;636;14;1;1 ;1 ;2 ;5
111504;1986;910;8;1;1 ;1 ;2 ;3
106194;1986;793;16;1;1 ;1 ;2 ;3
343362;2006;2056;2;1;1 ;0 ;2 ;5
265486;2006;1149;26;1;1 ;0 ;2 ;5
278318;2006;1437;21;1;1 ;0 ;2 ;5
127433;1993;644;13;2;1 ;5 ;5 ;4
118584;1993;644;20;2;1 ;5 ;5 ;4
138495;2005;572;16;2;1 ;5 ;4 ;7
143362;2005;572;9;2;1 ;5 ;4 ;7
85840;1992;640;15;1;1 ;5 ;5 ;3
219469;2008;829;11;1;1 ;0 ;2 ;8
175221;2005;743;7;2;1 ;5 ;4 ;7
161061;1993;914;18;2;1 ;5 ;5 ;4
249557;2008;1167;3;1;1 ;0 ;2 ;8
238938;2007;1419;21;2;2 ;0 ;2 ;4
203982;2005;914;22;2;1 ;5 ;4 ;7
82300;1992;576;4;1;1 ;5 ;5 ;3
243362;2007;1103;17;2;2 ;0 ;2 ;4
128318;1993;644;5;2;1 ;5 ;5 ;4
84070;1992;640;5;1;1 ;5 ;5 ;3
49115;1992;355;10;1;1 ;5 ;5 ;3
212389;2008;914;14;1;1 ;0 ;2 ;8
154867;1993;914;21;2;1 ;5 ;5 ;4
224778;2007;868;13;1;1 ;0 ;2 ;10
253097;2007;868;20;1;1 ;0 ;2 ;10
159292;1986;1131;1;1;0 ;1 ;1 ;4
169911;1978;1327;5;2;1 ;0 ;2 ;3
377876;2007;1519;27;1;1 ;0 ;2 ;10
176106;1986;1377;1;1;0 ;1 ;1 ;4
153982;1986;914;3;1;0 ;1 ;1 ;4
192035;2006;903;7;1;1 ;2 ;1 ;4
82300;1997;644;3;1;1 ;1 ;3 ;5
217699;2006;910;7;1;1 ;1 ;2 ;5
185840;2006;910;3;1;1 ;1 ;2 ;5
216814;2006;910;20;1;1 ;1 ;2 ;5
112389;1986;910;11;1;1 ;1 ;2 ;3
64601;1986;508;11;1;1 ;1 ;2 ;3
65486;1986;508;12;1;1 ;1 ;2 ;3
287610;2006;1437;15;1;1 ;0 ;2 ;5
194690;2006;914;1;1;1 ;0 ;2 ;5
273451;2006;1412;10;1;1 ;0 ;2 ;5
252212;2007;1419;20;2;2 ;0 ;2 ;4
194690;2005;914;10;2;1 ;5 ;4 ;7
218584;1993;1761;5;2;1 ;5 ;5 ;4
185840;2005;914;3;2;1 ;5 ;4 ;7
96460;1992;640;7;1;1 ;5 ;5 ;3
